hs1	0	68277688	0
hs1	68277689	73277689	1.407195082
hs1	71203826	76203826	1.765011275
hs1	76203827	82097565	0
hs1	82097566	87097566	1.258218383
hs1	87097567	130795004	0
hs1	130795005	165861878	0
hs1	165861879	170861879	1.422364721
hs1	167181275	172181275	1.690308522
hs1	172181276	189555913	0
hs1	189555914	194555914	1.210898716
hs1	194555915	208193519	0
hs1	208193520	213193520	1.93556134
hs1	213193521	215797018	0
hs1	215797019	220797019	3.073893118
hs1	220797020	230398849	0
hs1	230398850	235398850	1.787425019
hs1	235398851	244129269	0
hs1	244129270	249129270	1.934764973
hs10	20424560	25424560	1.275153442
hs10	21083617	26083617	2.088389499
hs10	26083618	32063815	0
hs10	32063816	37063816	2.178938847
hs10	32435367	37435367	1.870439066
hs10	37435368	62619087	0
hs10	62619088	67619088	1.3925007
hs10	67619089	80449011	0
hs10	80449012	85449012	1.641526972
hs10	85449013	130795004	0
hs10	130795005	135534747	1.683110573
hs10	132842986	135534747	4.240572615
hs11	0	13022859	0
hs11	13022860	18022860	1.45286541
hs11	18022861	27130695	0
hs11	27130696	32130696	1.336306215
hs11	32130697	33465768	0
hs11	33465769	33465770	1.472642081
hs11	33465771	38465771	1.48522133
hs11	38465772	64679681	0
hs11	64679682	69679682	1.971296629
hs11	69679683	130518672	0
hs11	130518673	135006516	1.59313248
hs12	44041997	49041997	1.259881582
hs12	49041998	80368225	0
hs12	80368226	85368226	1.182624793
hs12	81227934	86227934	1.817499188
hs12	86227935	109896933	0
hs12	109896934	120530689	0
hs12	120530690	125530690	1.763181301
hs12	125530691	127039505	0
hs12	127039506	132039506	1.421338102
hs12	129298660	133851895	1.414213562
hs13	25279524	30279524	1.793163155
hs13	28492661	33492661	1.411862422
hs13	33492662	53932783	0
hs13	53932784	58932784	1.456438155
hs13	56843699	61843699	1.762268453
hs13	61843700	74989955	0
hs13	74989956	79989956	1.61796199
hs13	79989957	109896933	0
hs13	109896934	114896934	1.357688477
hs14	25261801	30261801	1.519944407
hs14	26094113	31094113	1.8120657
hs15	27373604	32373604	1.421338102
hs15	32373605	84600068	0
hs16	84600069	89600069	1.350447407
hs16	85876369	90354753	1.391216698
hs17	40465865	45465865	1.905351149
hs17	45465866	45914847	0
hs17	45914848	50914848	1.599005378
hs18	24106749	29106749	3.979762468
hs18	29106750	29669188	0
hs18	29669189	34669189	1.599005378
hs18	34669190	44346357	0
hs18	44346358	49346358	1.482498634
hs18	46666802	51666802	1.729171247
hs18	51666803	68897200	0
hs18	68897201	73897201	1.344332139
hs18	70004638	75004638	1.850583016
hs19	9258932	14258932	1.601281549
hs19	14258933	59128983	0
